annee;population;QA;QB;QC;Q13
2019;650;1;2.5842062000000396;6.5663743;5
2019;2309;2;2.5519636999999875;6.583719299999999;68
2019;8303;3;2.66360659999998;6.7368274;13
2019;5007;4;1.8708613000000014;6.532191099999999;44
2019;3229;5;2.66360659999998;6.5233156;31
2019;3374;6;1.680928300000005;6.591543499999999;7
